id,join_dt,group,country,gender,device,total_spent
1024496,2023-02-04,B,FRA,F,A,0
1024497,2023-01-25,B,TUR,M,A,0
1024498,2023-01-26,B,USA,F,I,0
1024499,2023-01-26,B,CAN,M,I,0
1024500,2023-01-28,A,FRA,M,I,0
1024501,2023-02-03,A,USA,M,A,0
1024502,2023-01-31,B,BRA,F,A,0
1024503,2023-01-25,A,,,I,0
1024504,2023-01-29,B,CAN,F,A,0
1024505,2023-02-01,B,USA,M,I,17.97
1024506,2023-01-25,A,TUR,F,I,29.55
1024507,2023-01-25,B,CAN,F,I,0
1024509,2023-01-31,A,DEU,M,A,0
1024510,2023-01-27,A,CAN,,A,0
1024511,2023-01-30,A,DEU,M,I,0
1024512,2023-01-25,B,DEU,M,I,0
1024513,2023-02-01,A,USA,F,A,0
1024514,2023-02-04,A,MEX,F,A,0
1024515,2023-02-02,B,BRA,M,A,0
1024516,2023-01-25,B,BRA,M,I,0
1024517,2023-02-02,A,USA,F,A,0
1024518,2023-01-25,A,BRA,M,A,215.42
1024519,2023-01-25,A,MEX,M,A,0
1024520,2023-02-02,A,GBR,F,A,0
1024521,2023-02-02,B,USA,F,I,0
1024522,2023-01-27,B,USA,M,I,0
1024523,2023-02-02,B,MEX,F,I,0
1024524,2023-01-28,B,MEX,F,A,0
1024525,2023-01-28,A,BRA,F,A,0
1024526,2023-01-25,A,USA,O,A,0
1024527,2023-01-25,A,BRA,F,A,0
1024528,2023-01-25,A,TUR,,A,0
1024529,2023-01-30,B,BRA,F,I,0
1024530,2023-02-03,A,USA,M,A,0
1024531,2023-01-26,B,TUR,M,A,0
1024532,2023-01-25,A,USA,M,I,0
1024533,2023-02-06,A,USA,F,A,0
1024534,2023-01-26,A,USA,O,I,0
1024535,2023-01-28,A,BRA,M,A,0
1024536,2023-01-26,B,AUS,M,I,0
1024537,2023-02-06,A,TUR,M,I,0
1024538,2023-02-05,B,USA,M,A,0
1024539,2023-01-26,B,BRA,M,I,0
1024540,2023-01-25,A,TUR,O,I,0
1024541,2023-01-25,B,BRA,F,A,0
1024542,2023-01-25,B,GBR,F,A,0
1024543,2023-01-28,B,MEX,,A,0
1024544,2023-02-03,B,USA,M,I,0
1024545,2023-01-25,B,BRA,F,I,0
1024546,2023-01-29,A,MEX,M,I,0
1024547,2023-01-26,B,USA,F,A,0
1024548,2023-02-05,B,DEU,F,A,45.18
1024549,2023-01-25,B,MEX,F,A,0
1024551,2023-01-25,B,MEX,F,A,0
1024553,2023-01-25,B,USA,O,A,0
1024554,2023-02-06,A,CAN,F,A,0
1024555,2023-02-05,A,BRA,M,A,0
1024556,2023-01-25,B,CAN,F,A,45.64
1024557,2023-01-27,B,BRA,F,A,0
1024558,2023-01-27,B,USA,M,I,0
1024559,2023-01-27,B,ESP,M,I,0
1024560,2023-02-01,A,GBR,M,I,0
1024561,2023-01-25,A,BRA,M,I,0
1024562,2023-01-30,A,USA,F,I,0
1024563,2023-01-25,A,MEX,M,I,0
1024564,2023-01-27,A,USA,F,A,0
1024565,2023-01-30,A,AUS,,A,0
1024566,2023-01-27,A,MEX,F,A,0
1024568,2023-01-27,A,BRA,F,,0
1024569,2023-01-28,B,MEX,F,I,0
1024570,2023-01-26,A,USA,F,A,0
1024571,2023-01-25,B,FRA,M,A,0
1024572,2023-01-27,A,USA,M,A,0
1024573,2023-01-25,A,DEU,F,A,0
1024575,2023-01-26,A,USA,,I,0
1024576,2023-01-31,A,BRA,M,I,0
1024577,2023-01-25,A,USA,M,I,0
1024578,2023-01-26,A,MEX,F,I,0
1024579,2023-01-26,A,GBR,M,A,0
1024580,2023-01-29,A,ESP,M,A,0
1024581,2023-01-30,A,MEX,F,A,0
1024582,2023-01-25,B,BRA,F,A,0
1024583,2023-02-01,A,USA,F,A,0
1024584,2023-02-05,B,GBR,F,I,0
1024585,2023-01-26,B,BRA,,A,0
1024586,2023-01-25,B,USA,M,A,0
1024587,2023-02-06,A,MEX,M,A,0
1024588,2023-02-06,B,BRA,F,I,87
1024589,2023-02-04,B,USA,M,A,0
1024590,2023-01-27,B,TUR,M,A,0
1024591,2023-01-31,A,USA,F,A,0
1024592,2023-01-25,B,GBR,F,A,0
1024593,2023-02-01,A,TUR,F,A,0
1024594,2023-01-26,B,MEX,M,A,0
1024595,2023-01-29,A,USA,F,A,0
1024596,2023-01-25,A,MEX,M,I,0
1024597,2023-01-25,A,MEX,,A,0
1024598,2023-02-02,A,CAN,F,A,0
1024599,2023-01-27,B,USA,M,I,0
1024600,2023-01-25,B,BRA,M,A,0
1024601,2023-02-06,A,TUR,F,I,0
1024602,2023-01-25,B,GBR,F,A,0
1024603,2023-01-26,A,TUR,F,I,0
1024604,2023-02-06,B,USA,F,A,0
1024605,2023-01-29,A,DEU,M,A,0
1024606,2023-01-25,A,USA,,I,0
1024607,2023-01-26,A,USA,,A,0
1024608,2023-01-25,A,MEX,F,A,0
1024609,2023-01-26,A,USA,M,I,0
1024610,2023-01-25,B,CAN,M,A,0
1024611,2023-01-26,B,USA,F,A,0
1024612,2023-01-31,A,BRA,M,A,0
1024613,2023-02-05,B,GBR,F,A,0
1024614,2023-01-25,B,CAN,M,A,0
1024615,2023-01-25,A,MEX,F,A,0
1024616,2023-02-06,B,ESP,,A,0
1024617,2023-01-26,A,USA,M,A,0
1024618,2023-01-31,A,USA,M,I,0
1024619,2023-01-25,A,USA,F,A,0
1024620,2023-01-25,A,GBR,,A,0
1024621,2023-01-25,B,TUR,M,I,0
1024622,2023-01-29,B,MEX,M,I,0
1024623,2023-01-30,B,TUR,M,I,0
1024624,2023-01-30,A,BRA,,A,0
1024625,2023-02-04,B,BRA,M,I,0
1024626,2023-01-30,B,DEU,M,A,0
1024627,2023-01-27,A,MEX,F,I,0
1024628,2023-01-25,A,MEX,,I,0
1024629,2023-01-26,A,BRA,F,A,0
1024630,2023-01-26,A,DEU,M,A,0
1024631,2023-02-04,A,DEU,F,A,0
1024632,2023-01-25,A,USA,F,A,0
1024633,2023-01-25,A,USA,O,A,0
1024635,2023-01-26,B,FRA,F,A,0
1024636,2023-01-30,B,USA,M,A,0
1024637,2023-02-02,A,USA,M,A,0
1024638,2023-01-27,A,CAN,M,A,0
1024639,2023-01-28,A,USA,F,A,0
1024640,2023-01-27,B,DEU,M,I,0
1024641,2023-01-26,A,USA,O,A,0
1024642,2023-01-25,A,USA,M,I,0
1024643,2023-02-04,B,USA,M,A,0
1024644,2023-01-25,B,DEU,F,A,0
1024645,2023-01-30,A,BRA,O,A,0
1024646,2023-02-02,A,GBR,F,I,0
1024647,2023-01-27,B,TUR,M,I,0
1024648,2023-01-28,A,MEX,F,I,0
1024649,2023-02-05,A,DEU,F,A,0
1024650,2023-01-25,A,BRA,M,A,0
1024651,2023-01-30,B,MEX,F,A,0
1024652,2023-01-30,B,DEU,M,I,0
1024653,2023-02-05,B,TUR,M,I,0
1024654,2023-01-30,A,USA,F,A,0
1024655,2023-01-25,B,USA,F,A,0
1024656,2023-01-29,B,USA,F,I,18.7
1024657,2023-01-25,B,,,I,0
1024658,2023-01-29,A,CAN,O,I,35.56
1024659,2023-02-05,A,GBR,,I,0
1024660,2023-01-25,A,BRA,M,A,0
1024661,2023-01-29,B,USA,F,I,0
1024662,2023-01-25,B,AUS,O,A,0
1024663,2023-01-27,B,USA,M,A,0
1024664,2023-01-27,B,BRA,M,I,0
1024665,2023-02-05,B,USA,,A,0
1024666,2023-01-29,B,BRA,M,I,0
1024667,2023-02-03,A,MEX,F,I,0
1024668,2023-01-27,B,BRA,M,I,0
1024669,2023-01-29,B,BRA,M,A,0
1024670,2023-01-29,B,BRA,M,A,0
1024671,2023-01-30,B,USA,M,A,0
1024672,2023-02-05,B,USA,F,I,0
1024673,2023-01-25,B,BRA,,A,0
1024674,2023-01-30,A,USA,M,I,0
1024675,2023-01-25,A,ESP,M,A,0
1024676,2023-01-26,B,BRA,F,I,37.45
1024677,2023-01-26,B,USA,F,A,0
1024678,2023-01-31,A,USA,O,I,0
1024679,2023-02-02,A,MEX,M,I,0
1024680,2023-01-29,A,BRA,F,A,0
1024681,2023-01-29,A,FRA,,A,0
1024682,2023-01-27,B,MEX,M,A,0
1024683,2023-01-28,B,USA,F,A,0
1024684,2023-01-28,B,DEU,M,I,0
1024685,2023-01-25,B,FRA,M,A,0
1024686,2023-01-28,A,MEX,M,A,0
1024687,2023-01-25,A,TUR,,I,0
1024688,2023-01-26,B,DEU,F,A,18.71
1024689,2023-01-27,A,BRA,F,A,0
1024690,2023-01-27,A,ESP,O,I,0
1024691,2023-01-26,B,USA,M,A,0
1024692,2023-01-29,A,MEX,,I,0
1024693,2023-02-01,A,BRA,M,A,0
1024695,2023-02-04,B,BRA,M,A,0
1024696,2023-01-25,A,DEU,M,I,0
1024697,2023-01-26,B,USA,O,A,0
1024698,2023-01-26,A,GBR,,I,0
1024699,2023-02-02,B,USA,M,A,0
1024700,2023-01-28,A,USA,F,I,0
1024701,2023-02-03,B,MEX,M,I,0
1024702,2023-01-25,B,DEU,M,I,0
1024703,2023-01-26,A,CAN,M,A,0
1024704,2023-01-28,B,TUR,M,I,101.16
1024705,2023-01-25,B,CAN,F,A,0
1024706,2023-02-05,A,USA,M,A,0
1024707,2023-01-26,A,BRA,F,A,0
1024708,2023-02-03,A,FRA,M,I,0
1024709,2023-01-30,A,AUS,O,A,0
1024712,2023-01-30,A,USA,,A,0
1024713,2023-01-26,B,TUR,,A,0
1024714,2023-02-03,A,GBR,F,A,0
1024715,2023-01-28,B,USA,M,A,0
1024716,2023-01-28,A,DEU,M,A,0
1024717,2023-01-29,A,USA,,A,0
1024718,2023-01-27,B,USA,M,A,0
1024719,2023-01-27,A,GBR,,A,0
1024720,2023-02-03,A,ESP,M,I,42.88
1024721,2023-01-25,B,USA,F,A,0
1024722,2023-01-25,A,DEU,,I,0
1024723,2023-01-31,B,USA,,I,0
1024724,2023-01-30,A,DEU,F,A,0
1024725,2023-01-25,A,TUR,,A,0
1024726,2023-01-27,A,TUR,M,I,0
1024727,2023-01-25,B,USA,F,A,0
1024728,2023-01-30,A,MEX,M,A,0
1024729,2023-01-30,B,USA,M,A,0
1024730,2023-02-01,B,TUR,F,A,0
1024731,2023-01-25,A,USA,M,I,0
1024732,2023-01-25,A,USA,F,A,0
1024733,2023-01-29,B,DEU,M,I,65.73
1024734,2023-01-25,A,BRA,F,A,0
1024735,2023-01-26,B,USA,O,A,0
1024736,2023-01-27,B,,F,A,0
1024737,2023-01-27,B,USA,F,A,0
1024738,2023-01-27,A,BRA,M,A,0
1024739,2023-01-25,B,USA,F,I,0
1024740,2023-02-01,B,BRA,F,I,0
1024741,2023-01-30,B,MEX,F,I,0
1024742,2023-01-30,B,MEX,M,A,0
1024743,2023-01-25,B,USA,F,A,0
1024744,2023-01-31,A,BRA,F,I,0
1024745,2023-01-25,A,CAN,M,I,0
1024746,2023-01-27,A,BRA,M,A,0
1024747,2023-01-28,B,USA,,A,0
1024748,2023-01-27,A,GBR,F,I,62.37
1024749,2023-01-25,B,USA,O,I,0
1024750,2023-02-03,A,BRA,M,A,0
1024751,2023-01-26,A,BRA,F,A,0
1024752,2023-01-25,B,TUR,M,A,0
1024753,2023-01-26,B,GBR,M,A,0
1024754,2023-01-26,B,USA,F,I,0
1024755,2023-01-28,A,BRA,F,A,33.48
1024756,2023-01-27,B,USA,M,I,0
1024757,2023-01-29,A,MEX,,A,0
1024758,2023-01-31,A,AUS,F,I,0
1024759,2023-01-25,A,AUS,F,I,0
1024760,2023-02-05,A,USA,,I,0
1024761,2023-01-27,A,BRA,F,I,0
1024762,2023-01-28,A,BRA,O,A,0
1024763,2023-01-31,A,BRA,F,I,0
1024764,2023-01-27,A,DEU,F,A,0
1024765,2023-01-28,B,USA,M,A,0
1024766,2023-02-03,A,AUS,F,A,0
1024767,2023-02-05,A,MEX,F,A,0
1024768,2023-02-02,A,MEX,M,A,0
1024769,2023-01-26,A,DEU,F,A,0
1024770,2023-01-31,B,GBR,,I,0
1024771,2023-01-25,B,FRA,,A,0
1024772,2023-01-26,B,USA,M,A,0
1024773,2023-02-06,A,,F,I,0
1024774,2023-01-28,B,FRA,M,A,0
1024776,2023-01-25,B,TUR,F,A,0
1024777,2023-01-25,B,MEX,F,A,0
1024778,2023-01-27,A,MEX,M,A,0
1024779,2023-02-04,B,DEU,F,A,0
1024780,2023-01-26,A,BRA,F,A,0
1024781,2023-01-27,B,USA,F,I,0
1024782,2023-01-25,B,TUR,M,A,0
1024783,2023-01-25,B,GBR,,A,0
1024784,2023-02-01,A,DEU,F,I,0
1024785,2023-01-25,A,TUR,F,A,0
1024786,2023-02-02,B,MEX,M,A,0
1024787,2023-01-28,A,USA,M,A,0
1024788,2023-01-28,B,FRA,F,I,0
1024789,2023-01-25,B,USA,M,A,0
1024790,2023-01-26,B,BRA,M,I,0
1024791,2023-01-26,B,USA,M,A,0
1024792,2023-02-02,A,FRA,F,A,0
1024793,2023-01-27,B,MEX,M,I,0
1024794,2023-01-28,A,MEX,F,A,0
1024795,2023-02-06,A,USA,M,A,0
1024796,2023-02-03,A,BRA,F,,0
1024797,2023-01-26,A,FRA,M,I,0
1024798,2023-01-29,B,USA,M,I,0
1024799,2023-01-25,A,MEX,F,A,0
1024800,2023-01-25,B,USA,,I,0
1024801,2023-01-28,A,BRA,,A,0
1024802,2023-01-25,B,FRA,M,I,0
1024803,2023-01-26,A,CAN,M,A,0
1024804,2023-01-30,A,USA,O,I,0
1024805,2023-01-28,B,GBR,F,A,0
1024806,2023-01-29,B,BRA,M,A,0
1024807,2023-01-27,A,DEU,M,A,0
1024808,2023-01-26,B,USA,M,A,0
1024809,2023-01-28,A,DEU,M,A,0
1024810,2023-01-27,B,CAN,,A,0
1024811,2023-01-26,A,FRA,,A,0
1024812,2023-01-26,A,MEX,F,A,0
1024813,2023-01-28,A,BRA,M,I,0
1024814,2023-01-29,A,USA,M,A,0
1024815,2023-01-29,A,USA,F,A,0
1024816,2023-02-03,B,CAN,M,I,0
1024817,2023-01-27,B,BRA,F,I,0
1024818,2023-01-31,A,USA,M,I,0
1024819,2023-01-25,A,BRA,M,A,0
1024820,2023-02-05,B,CAN,,A,0
1024821,2023-01-31,B,USA,M,I,0
1024822,2023-01-25,B,GBR,M,I,0
1024823,2023-01-28,B,DEU,M,I,0
1024824,2023-01-30,A,DEU,,I,0
1024825,2023-01-30,B,BRA,M,A,0
1024826,2023-02-02,B,DEU,M,A,0
1024827,2023-02-04,A,FRA,F,A,0
1024828,2023-01-27,B,BRA,,I,0
1024829,2023-02-01,B,BRA,M,A,0
1024830,2023-01-27,A,MEX,F,I,0
1024831,2023-01-29,A,BRA,M,I,0
1024832,2023-01-28,A,DEU,M,I,0
1024833,2023-01-25,A,MEX,F,A,0
1024834,2023-01-26,B,USA,M,A,0
1024835,2023-01-25,A,BRA,M,A,0
1024836,2023-02-05,B,BRA,M,A,0
1024837,2023-01-26,A,MEX,F,I,0
1024838,2023-01-26,B,DEU,F,I,0
1024839,2023-02-01,B,BRA,,I,0
1024840,2023-01-25,A,FRA,,I,42.46
1024841,2023-01-28,B,USA,F,A,0
1024842,2023-01-25,B,TUR,F,A,0
1024843,2023-02-01,B,FRA,F,A,0
1024844,2023-01-29,A,TUR,M,A,0
1024845,2023-01-29,B,TUR,M,I,0
1024846,2023-01-27,B,FRA,M,A,0
1024847,2023-01-25,A,MEX,M,I,0
1024848,2023-01-25,A,FRA,F,A,0
1024849,2023-01-25,A,USA,F,I,0
1024850,2023-02-02,B,USA,M,I,0
1024851,2023-01-26,A,MEX,M,I,0
1024852,2023-02-02,B,USA,F,A,0
1024853,2023-01-27,A,MEX,F,I,0
1024854,2023-01-27,A,BRA,M,A,0
1024855,2023-01-30,B,USA,M,A,0
1024856,2023-02-06,A,MEX,,A,0
1024857,2023-01-31,A,MEX,M,A,0
1024858,2023-01-26,B,ESP,M,I,0
1024859,2023-01-29,B,FRA,M,A,0
1024860,2023-01-25,A,AUS,F,A,0
1024861,2023-01-25,B,DEU,M,A,0
1024862,2023-01-26,A,FRA,F,I,0
1024863,2023-01-26,B,MEX,,I,0
1024864,2023-01-25,A,BRA,M,I,0
1024865,2023-01-25,A,BRA,M,A,0
1024866,2023-01-25,B,BRA,O,I,0
1024868,2023-01-29,B,BRA,F,A,0
1024869,2023-01-25,A,CAN,M,A,0
1024870,2023-01-26,B,USA,M,I,0
1024871,2023-01-29,B,BRA,F,I,0
1024872,2023-01-28,A,MEX,F,A,0
1024873,2023-01-28,B,,M,A,0
1024874,2023-01-31,B,TUR,M,A,48.86
1024875,2023-02-06,B,USA,F,I,0
1024876,2023-01-31,B,USA,F,A,0
1024877,2023-01-27,A,DEU,M,I,0
1024878,2023-01-26,B,USA,F,I,0
1024879,2023-01-26,B,BRA,F,A,0
1024880,2023-01-31,B,USA,F,I,0
1024881,2023-01-26,A,BRA,F,I,0
1024882,2023-01-26,B,DEU,F,I,0
1024883,2023-01-26,A,FRA,M,A,0
1024884,2023-02-06,A,TUR,,I,0
1024885,2023-02-01,B,GBR,F,A,0
1024886,2023-01-25,B,USA,F,A,0
1024887,2023-01-27,A,USA,F,A,0
1024888,2023-02-03,B,MEX,,A,0
1024889,2023-02-06,A,DEU,,I,0
1024890,2023-01-26,B,USA,,A,0
1024891,2023-01-25,A,MEX,F,A,0
1024892,2023-01-28,A,,F,A,0
1024893,2023-01-30,A,ESP,M,A,0
1024894,2023-02-02,B,GBR,,I,0
1024895,2023-01-28,A,USA,F,I,0
1024897,2023-01-25,B,BRA,F,A,0
1024898,2023-01-25,A,ESP,F,A,0
1024899,2023-02-04,A,GBR,M,A,0
1024900,2023-01-27,A,FRA,F,I,0
1024901,2023-02-03,B,BRA,M,I,0
1024902,2023-01-26,A,USA,F,A,0
1024903,2023-01-26,B,BRA,,A,0
1024904,2023-01-27,A,GBR,M,A,0
1024905,2023-01-25,B,USA,M,I,0
1024906,2023-02-04,A,MEX,F,A,0
1024907,2023-01-31,B,MEX,M,A,0
1024908,2023-01-26,B,MEX,F,I,75.19
1024909,2023-01-25,B,USA,F,A,0
1024910,2023-01-30,A,DEU,M,A,0
1024911,2023-01-30,B,FRA,F,I,0
1024912,2023-01-25,B,USA,,I,0
1024913,2023-01-25,A,TUR,F,A,0
1024914,2023-01-28,B,FRA,F,I,0
1024915,2023-01-27,A,MEX,M,A,0
1024916,2023-01-25,A,CAN,O,A,0
1024917,2023-02-02,A,BRA,F,I,0
1024919,2023-01-27,B,BRA,F,A,0
1024920,2023-01-27,A,USA,M,I,0
1024921,2023-02-02,A,GBR,M,I,0
1024922,2023-01-25,A,USA,F,A,0
1024923,2023-01-26,A,BRA,F,A,0
1024924,2023-02-02,A,CAN,M,I,38.85
1024925,2023-01-26,B,USA,F,A,0
1024926,2023-02-03,A,BRA,M,A,0
1024927,2023-02-04,A,FRA,M,A,0
1024928,2023-01-26,B,BRA,M,I,0
1024929,2023-01-26,B,USA,M,I,0
1024930,2023-01-26,A,,F,I,0
1024931,2023-01-31,A,GBR,F,A,53.19
1024932,2023-01-28,B,TUR,O,I,0
1024933,2023-01-28,B,BRA,F,A,0
1024934,2023-01-25,B,USA,F,A,0
1024935,2023-01-25,A,USA,F,I,6.13
1024936,2023-01-27,B,USA,M,A,0
1024937,2023-01-27,A,USA,M,I,0
1024938,2023-01-26,A,MEX,,I,0
1024939,2023-01-27,A,USA,F,I,0
1024940,2023-02-03,B,GBR,,A,0
1024941,2023-01-26,B,MEX,M,A,0
1024942,2023-01-26,A,MEX,F,A,0
1024943,2023-01-25,A,BRA,,A,0
1024944,2023-02-05,A,BRA,M,A,0
1024945,2023-02-01,B,DEU,F,A,0
1024946,2023-01-25,A,CAN,,A,0
1024947,2023-02-04,A,USA,,I,0
1024948,2023-01-28,B,FRA,M,A,60.9
1024949,2023-01-29,A,DEU,F,I,0
1024950,2023-01-31,B,FRA,F,A,0
1024951,2023-02-04,B,USA,M,I,38.73
1024952,2023-01-27,A,DEU,M,I,0
1024953,2023-02-04,A,GBR,M,A,0
1024954,2023-01-27,A,USA,M,A,0
1024955,2023-01-28,B,USA,M,I,0
1024956,2023-02-06,B,TUR,M,I,0
1024957,2023-01-25,B,USA,F,A,0
1024958,2023-01-30,B,AUS,M,A,0
1024959,2023-01-26,B,FRA,F,A,0
1024960,2023-01-26,B,TUR,F,I,0
1024961,2023-01-25,B,,F,A,0
1024962,2023-01-26,A,BRA,F,I,0
1024963,2023-01-26,B,ESP,M,A,0
1024964,2023-01-25,B,USA,F,A,0
1024965,2023-01-28,A,TUR,M,I,0
1024966,2023-01-26,A,TUR,F,I,0
1024967,2023-01-31,A,GBR,M,I,0
1024968,2023-02-01,A,MEX,M,A,0
1024969,2023-01-27,A,BRA,M,A,0
1024970,2023-02-04,B,FRA,F,I,0
1024971,2023-01-26,B,ESP,,I,0
1024972,2023-02-01,B,TUR,M,A,45.37
1024973,2023-01-31,B,FRA,M,I,0
1024974,2023-01-30,A,MEX,,I,0
1024975,2023-01-26,B,TUR,M,I,0
1024976,2023-02-02,B,MEX,M,A,30.75
1024977,2023-01-28,A,AUS,F,A,0
1024978,2023-01-25,A,USA,F,I,0
1024979,2023-01-26,A,ESP,F,A,0
1024980,2023-02-06,B,ESP,F,A,0
1024981,2023-01-31,A,BRA,,I,0
1024982,2023-01-28,A,MEX,,I,158.55
1024983,2023-02-01,B,MEX,F,A,0
1024984,2023-01-26,A,TUR,F,A,0
1024985,2023-01-31,B,AUS,F,A,0
1024986,2023-02-04,A,BRA,F,I,0
1024987,2023-02-04,B,DEU,M,A,0
1024988,2023-01-27,A,BRA,,A,0
1024989,2023-01-26,B,BRA,F,I,0
1024990,2023-01-31,A,BRA,M,A,0
1024991,2023-01-27,B,USA,,I,0
1024992,2023-01-25,B,MEX,O,I,0
1024993,2023-01-26,A,BRA,M,A,0
1024994,2023-01-26,B,BRA,F,A,0
1024995,2023-01-25,B,TUR,F,A,14.22
1024996,2023-01-25,B,DEU,M,A,0
1024997,2023-02-05,A,TUR,M,I,0
1024998,2023-01-31,B,BRA,F,I,0
1024999,2023-01-26,A,USA,M,A,0
1025000,2023-01-25,A,DEU,M,A,0
1025001,2023-01-29,A,MEX,F,A,0
1025002,2023-01-28,A,DEU,M,A,0
1025003,2023-01-26,B,DEU,O,A,0
1025004,2023-01-27,B,TUR,F,I,0
1025005,2023-01-27,B,MEX,M,A,0
1025006,2023-01-26,B,BRA,F,A,0
1025007,2023-01-27,B,BRA,M,A,0
1025008,2023-01-26,B,DEU,F,A,0
1025009,2023-01-28,B,BRA,M,I,0
1025010,2023-01-26,B,USA,F,A,0
1025011,2023-01-28,A,USA,F,A,0
1025012,2023-01-26,A,USA,M,A,0
1025013,2023-01-29,A,CAN,F,A,0
1025014,2023-02-02,B,TUR,F,I,0
1025015,2023-01-31,A,GBR,M,A,0
1025016,2023-01-29,A,BRA,M,A,0
1025017,2023-01-29,B,TUR,F,I,0
1025018,2023-01-25,A,CAN,,A,0
1025019,2023-01-26,B,FRA,F,I,0
1025021,2023-02-06,B,FRA,M,A,0
1025022,2023-02-05,A,USA,M,A,0
1025023,2023-01-25,A,MEX,M,A,0
1025024,2023-01-27,A,TUR,F,I,256.6643035247623
1025025,2023-01-28,B,USA,M,A,0
1025026,2023-01-25,A,GBR,M,A,0
1025027,2023-01-26,A,TUR,M,A,0
1025028,2023-01-28,B,USA,O,A,0
1025029,2023-01-25,B,USA,F,A,0
1025030,2023-01-28,B,MEX,F,I,34.63
1025031,2023-01-28,B,USA,M,A,0
1025033,2023-02-05,A,ESP,,I,0
1025034,2023-01-30,A,MEX,O,A,0
1025035,2023-01-25,A,USA,M,I,0
1025036,2023-01-28,A,TUR,F,A,0
1025037,2023-01-26,A,AUS,M,I,0
1025038,2023-01-26,A,GBR,F,I,0
1025039,2023-01-31,B,AUS,M,A,0
1025040,2023-01-31,A,BRA,M,A,0
1025041,2023-01-25,A,BRA,,A,0
1025042,2023-01-27,B,ESP,M,A,0
1025043,2023-01-27,B,AUS,F,A,0
1025044,2023-01-26,B,MEX,F,I,106.3
1025045,2023-01-25,A,ESP,M,I,0
1025046,2023-01-25,B,GBR,M,A,0
1025047,2023-01-30,B,MEX,M,A,0
1025048,2023-01-30,B,GBR,F,A,0
1025049,2023-02-04,B,BRA,,A,0
1025050,2023-01-25,A,TUR,F,I,0
1025051,2023-02-05,B,TUR,M,A,0
1025052,2023-01-25,A,USA,M,I,0
1025053,2023-01-25,B,MEX,F,I,0
1025054,2023-01-28,A,MEX,,I,0
1025055,2023-02-01,A,BRA,F,I,0
1025056,2023-02-02,A,USA,M,A,0
1025057,2023-01-27,A,BRA,M,I,0
1025058,2023-01-25,B,USA,M,I,0
1025059,2023-01-29,A,GBR,F,A,0
1025060,2023-01-25,A,ESP,M,A,0
1025061,2023-01-29,A,MEX,M,A,0
1025062,2023-01-27,B,USA,F,A,0
1025063,2023-01-25,A,BRA,,I,0
1025064,2023-01-31,B,ESP,M,A,0
1025065,2023-01-27,A,BRA,M,A,0
1025066,2023-01-28,A,BRA,F,A,31.7
1025067,2023-01-26,A,BRA,F,I,0
1025068,2023-01-31,A,TUR,F,A,0
1025069,2023-01-26,A,DEU,M,A,0
1025070,2023-01-26,B,MEX,F,A,0
1025071,2023-01-25,B,ESP,M,A,0
1025072,2023-02-02,A,MEX,M,A,0
1025073,2023-01-28,B,GBR,F,A,0
1025074,2023-01-28,A,DEU,M,I,0
1025075,2023-01-25,A,BRA,F,A,0
1025076,2023-02-02,B,USA,,I,0
1025077,2023-01-26,A,BRA,O,I,0
1025078,2023-01-29,B,TUR,F,A,0
1025079,2023-01-27,B,ESP,F,I,0
1025080,2023-01-27,B,MEX,F,A,0
1025081,2023-01-31,A,TUR,,I,91.16
1025082,2023-01-28,A,ESP,,A,0
1025083,2023-02-04,B,DEU,M,A,0
1025084,2023-02-06,B,USA,M,A,0
1025085,2023-01-29,B,USA,,I,0
1025086,2023-01-31,B,GBR,,I,0
1025088,2023-02-06,B,USA,M,A,0
1025089,2023-01-27,A,USA,O,I,0
1025090,2023-01-31,B,TUR,M,A,0
1025091,2023-02-02,B,BRA,M,I,0
1025092,2023-01-25,A,USA,F,A,0
1025093,2023-02-01,A,TUR,M,A,0
1025094,2023-01-30,B,MEX,F,A,0
1025095,2023-01-25,A,BRA,F,I,0
1025096,2023-02-02,A,GBR,M,A,0
1025097,2023-01-28,B,GBR,F,A,836.6820135794513
1025098,2023-02-06,A,USA,F,A,0
1025099,2023-02-02,A,FRA,,I,0
1025100,2023-01-29,A,FRA,F,I,0
1025101,2023-01-29,A,USA,F,A,0
1025102,2023-01-26,A,USA,O,I,0
1025103,2023-01-27,B,USA,,A,0
1025104,2023-01-28,A,TUR,M,I,0
1025105,2023-01-27,A,MEX,,I,61.17
1025106,2023-01-26,A,GBR,F,I,0
1025107,2023-01-25,A,DEU,,I,0
1025108,2023-01-25,B,GBR,F,I,0
1025109,2023-01-29,A,MEX,,A,0
1025110,2023-01-25,B,MEX,,I,0
1025111,2023-02-03,A,CAN,F,A,0
1025112,2023-01-27,B,GBR,F,A,0
1025113,2023-01-25,B,MEX,M,A,0
1025114,2023-01-26,B,DEU,F,A,0
1025115,2023-01-27,A,AUS,O,A,0
1025116,2023-02-06,B,AUS,F,A,0
1025117,2023-01-28,A,USA,F,A,0
1025118,2023-02-01,A,DEU,F,A,0
1025119,2023-01-31,A,DEU,F,A,0
1025120,2023-02-02,A,ESP,F,A,0
1025121,2023-01-28,A,BRA,M,A,0
1025122,2023-01-26,A,USA,M,A,0
1025123,2023-01-28,B,BRA,M,I,0
1025124,2023-01-26,A,MEX,M,A,0
1025125,2023-01-27,A,ESP,,A,0
1025126,2023-01-25,A,BRA,O,A,28.86
1025127,2023-01-27,A,MEX,F,I,0
